,state,year,c_ce_i,c_ce_i_r,total_current_assets,current_liabilities,noncurrent_liabilities,unrestricted_net_assets,restricted_net_assets,total_net_assets,total_assets,total_liabilities,total_taxes,total_revenue,total_expenses,noncurrent_liability,change_in_net_assets,population,uaal_pension_(risk-free),uaal_opeb,primary_gov_debt,personal_income,1.cash_ratio,2.quick_ratio,3.current_ratio,4.op_ratio,5._surplus_percap,6.net_asst_ratio,7.long_term_liab,8.lt_percapita,9.tax_income_ratio,10.rev_income_ratio,11.exp_income_ratio,12._pension_income_ratio,13._opeb_income_ratio,cashrank,lrrank,budgetrank,servicelvlrank,trustrank,overallrank,%_working_pop_age_(15-64),est_working_pop,person_income_per_capita
138,Oregon,2008,7910860,9650970,13142252,5709462,11821890,1796798,4601907,16835823,34367174,17531351,9273244147,21358082497,21623522854,11821889632,-180490524,3768748,53456644078,723745819,"10,999,088,071",1.56081E+11,1.39,1.69,2.3,0.99,-47.89,0.19,0.34,3136.82,0.06,0.14,0.14,0.34,0,29,32,33,30,28,33,0.672,2532598.656,61628.82624
139,Pennsylvania,2008,19235052,23801697,26471863,14908525,13940215,-805643,8821029,32045247,60893988,28848740,29421404682,66824773690,65977832776,13940215162,846940914,12612285,1.01E+11,11100111483,"9,751,052,397",5.89581E+11,1.29,1.6,1.78,1.01,67.15,0.13,0.23,1105.29,0.05,0.11,0.11,0.17,0.02,33,23,22,13,26,23,0.672,8475455.52,69563.31361
140,Rhode Island,2008,857013,1375445,1767076,975378,3060239,-1598161,698457,1061474,5097090,4035616,3144603122,8951199554,9173229654,3060238573,-222030100,1055003,15355537377,882011737,"3,043,767,001",49370647715,0.88,1.41,1.81,0.98,-210.45,-0.18,0.6,2900.69,0.06,0.18,0.19,0.31,0.02,39,45,41,44,41,50,0.672,708962.016,69637.93067
141,South Carolina,2008,5709023,7655055,11133275,6335829,9445638,551417,5555788,19845087,35626554,15781467,10496680045,25671158305,25828405797,9445637681,-157247492,4528996,44421046016,10042695652,"9,089,906,355",1.65996E+11,0.9,1.21,1.76,0.99,-34.72,0.17,0.27,2085.59,0.06,0.15,0.16,0.27,0.06,42,30,30,36,43,43,0.672,3043485.312,54541.49781
142,South Dakota,2008,1783572,2527315,2677595,539055,577913,212020,1467455,5086378,6203346,1116968,1336950948,3392518395,3326698997,577913043,65819398,799124,4272088473,0,"552,986,622",36803556299,3.31,4.69,4.97,1.02,82.36,0.27,0.09,723.18,0.04,0.09,0.09,0.12,0,3,10,19,3,10,3,0.672,537011.328,68534.04087
143,Tennessee,2008,6165484,9641192,9767942,2709864,1981691,3145145,2612526,30056670,34748225,4691555,12668804905,26408827202,25872697882,1981691193,536395764,6247411,22785801514,2674105909,"1,593,564,103",2.46008E+11,2.28,3.56,3.6,1.02,85.86,0.17,0.06,317.2,0.05,0.11,0.11,0.09,0.01,10,4,18,12,24,6,0.672,4198260.192,58597.70373
144,Texas,2008,39991669,51302298,63050010,39462268,36320433,23400135,62699166,159223518,235006219,75782700,46175285396,1.11E+11,1.08E+11,36320432553,2339045708,24309039,1.58E+11,31980215162,"33,847,268,673",1.07139E+12,1.01,1.3,1.6,1.02,96.22,0.37,0.15,1494.11,0.04,0.1,0.1,0.15,0.03,41,12,17,7,18,19,0.672,16335674.21,65586.11362
145,Utah,2008,4585612,9665359,9843186,1351435,4033004,2460686,4518823,18641932,24026371,5384439,6197560758,11292801561,10479179487,4033004459,813622074,2663029,19992406665,749052397,"3,966,555,184",1.00739E+11,3.39,7.15,7.28,1.08,305.53,0.29,0.17,1514.44,0.06,0.11,0.1,0.2,0.01,2,14,6,16,20,5,0.672,1789555.488,56292.79565
146,Vermont,2008,670263,1092234,1105325,470875,855340,-121641,319200,1587182,2913397,1326215,2692084727,4791638796,4850167224,855340405,-58416945,624151,3658569891,1799978818,"507,083,612",28421838350,1.42,2.32,2.35,0.99,-93.59,0.07,0.29,1370.41,0.09,0.17,0.17,0.13,0.06,21,33,35,45,16,36,0.672,419429.472,67763.09308
147,Virginia,2008,11884470,14896244,15164376,7204981,8686853,602475,2817784,20440715,36332548,15891834,19721570792,34223447046,33636319955,8686852843,587127090,7833496,53798466258,4108138239,"9,162,971,014",3.99157E+11,1.65,2.07,2.1,1.02,74.95,0.09,0.24,1108.94,0.05,0.09,0.08,0.13,0.01,24,27,21,4,13,14,0.672,5264109.312,75826.0516
148,Washington,2008,16975630,23042308,27537196,12669592,42135012,-6317960,11070756,24317356,79121960,54804604,18962095875,41280936455,42448160535,42135012263,-1061315496,6562231,41472118458,8812275362,"17,079,152,731",3.27703E+11,1.34,1.82,2.17,0.97,-161.73,0.06,0.53,6420.84,0.06,0.13,0.13,0.13,0.03,30,41,40,25,14,32,0.672,4409819.232,74312.05318
149,West Virginia,2008,4948550,6332084,6906968,1942264,6118664,81487,2230412,10386544,18447473,8060929,5250882943,12534249721,11265376812,6118664437,1148284281,1840310,14425832660,6809166109,"2,682,920,847",64159876254,2.55,3.26,3.56,1.11,623.96,0.13,0.33,3324.8,0.08,0.2,0.18,0.22,0.11,9,36,4,47,37,31,0.672,1236688.32,51880.39316
150,Wisconsin,2008,11252192,17838877,18524178,8251603,13010368,-8945259,4984740,14254982,35516953,21261971,15844370123,32030211817,31938684504,13010367893,114938685,5640996,55774403396,1641888517,"12,290,534",2.44463E+11,1.36,2.16,2.24,1,20.38,-0.11,0.37,2306.4,0.06,0.13,0.13,0.23,0.01,26,43,27,29,25,34,0.672,3790749.312,64489.39078
151,Wyoming,2008,3843377,1504955,6115947,6251818,987601,4257270,7827180,12611250,19850669,7239419,3511212244,5823222818,4535087343,987601058,1288135475,546043,6981779145,194159420,"57,236,950",29548919732,0.61,0.24,0.98,1.28,"2,359.04",0.61,0.05,1808.65,0.12,0.2,0.15,0.24,0.01,50,5,2,48,27,26,0.672,366940.896,80527.73636
153,Alabama,2009,6214709,7292457,8413687,2310787,2503425,-324257,5079167,26057031,30871244,4814213,8189937360,21896841163,22225677852,2503425056,-328757271,4757938,48631625914,17113172380,"1,860,438,479",1.73953E+11,2.69,3.16,3.64,0.99,-69.1,0.15,0.08,526.16,0.05,0.13,0.13,0.28,0.1,5,6,8,16,34,5,0.672,3197334.336,54405.55791
154,Alaska,2009,52166690,52791336,55830406,5634219,2296007,16725721,34362739,57799411,65729636,7930226,4848672260,3529758389,10934838926,2296006711,-7254333333,698895,21238057071,13339531123,"2,231,934,004",36612732662,9.26,9.37,9.91,0.32,"-10,379.72",0.78,0.03,3285.2,0.13,0.1,0.3,0.58,0.36,1,2,50,45,50,27,0.672,469657.44,77956.24969
155,Arizona,2009,2591711,3825690,5054591,4705143,9739888,-2916913,5677845,21131600,35576631,14445031,12580659955,30104059284,33115838926,9739888143,-2996148770,6343154,51051497794,534162838,"9,077,790,828",2.39439E+11,0.55,0.81,1.07,0.91,-472.34,0.08,0.27,1535.5,0.05,0.13,0.14,0.21,0,48,26,37,24,19,31,0.672,4262599.488,56171.99917
156,Arkansas,2009,4682510,5984913,6292935,1896454,4512808,2531942,1661511,15877213,22286474,6409262,7354904922,17490929530,18176826622,4512807606,-161272931,2896843,25606364517,2017324385,"2,907,090,604",1.01656E+11,2.47,3.16,3.32,0.96,-55.67,0.19,0.2,1557.84,0.07,0.17,0.18,0.25,0.02,8,19,17,43,28,21,0.672,1946678.496,52220.05996
157,California,2009,22937787,36631669,56550622,50540000,140461795,-95732320,13698954,10980672,201982468,191001795,1.06E+11,2.22E+11,2.48E+11,1.4E+11,-25624466443,36961229,4.27E+11,65742729306,"119,789,828,859",1.74569E+12,0.45,0.72,1.12,0.9,-693.28,-0.41,0.7,3800.25,0.06,0.13,0.14,0.24,0.04,49,47,43,25,26,46,0.672,24837945.89,70283.29832
158,Colorado,2009,4280030,5870321,6702132,4174274,7182468,2676129,4103498,22771048,34127790,11356742,9202699105,23475776286,24220927293,7182467562,-751432886,4972195,67569468418,2006925883,"6,680,790,828",2.21569E+11,1.03,1.41,1.61,0.97,-151.13,0.2,0.21,1444.53,0.04,0.11,0.11,0.3,0.01,32,17,16,6,37,16,0.672,3341315.04,66311.84234
159,Connecticut,2009,2310091,5648804,5917868,4561981,26340639,-18193475,3454336,-5665813,25236806,30902620,12854063758,26744534676,29956290828,26340638702,-3101968680,3561807,59893420357,32310671141,"20,288,172,260",2.40754E+11,0.51,1.24,1.3,0.89,-870.9,-0.58,1.04,7395.3,0.05,0.11,0.12,0.25,0.13,42,48,45,15,27,40,0.672,2393534.304,100585.3284
160,Delaware,2009,1402725,1781181,1931680,1355107,3967496,473370,434732,5821815,11144418,5322603,3621993289,7017394855,7561326622,3967495526,-543931767,891730,6539875371,6211409396,"2,924,909,396",41212489933,1.04,1.31,1.43,0.93,-609.97,0.08,0.36,4449.21,0.09,0.17,0.18,0.16,0.15,36,35,34,46,6,38,0.672,599242.56,68774.3039
161,Florida ,2009,35308672,45387189,45823908,16818397,43298025,-16738290,11501562,61334472,121450894,60116422,30823100671,73332214765,78290003356,43298024609,-5100791946,18652644,1.3E+11,10811690157,"31,463,087,248",7.73329E+11,2.1,2.7,2.72,0.94,-273.46,-0.04,0.36,2321.28,0.04,0.09,0.1,0.17,0.01,12,37,29,5,10,7,0.672,12534576.77,61695.6252
162,Georgia,2009,8957078,13333964,13648009,7441546,14766546,-695465,3665117,22259537,44467629,22208092,17054138702,44259589485,46762796421,14766545861,-2503206935,9620846,71416915789,21794903803,"14,664,912,752",3.69783E+11,1.2,1.79,1.83,0.95,-260.19,0.07,0.33,1534.85,0.05,0.12,0.13,0.19,0.06,24,32,24,13,15,19,0.672,6465208.512,57195.87819
163,Hawaii,2009,2939442,3780779,4567850,2369754,7690834,141030,1592394,7130697,17191285,10060588,4902479866,8753583893,10818380313,7690834452,-2064796421,1346717,22424958268,15668322148,"6,903,476,510",62475137584,1.24,1.6,1.93,0.81,"-1,533.21",0.1,0.45,5710.8,0.08,0.14,0.17,0.36,0.25,25,36,49,40,42,49,0.672,904993.824,69033.77231
164,Idaho,2009,2754313,3633855,4867456,1631415,1156299,1074694,2469209,9452104,12239818,2787714,3242366890,7501561521,8106133110,1156298658,-604571588,1554439,13390489908,158190157,"1,136,291,946",54659898210,1.69,2.23,2.98,0.93,-388.93,0.29,0.09,743.87,0.06,0.14,0.15,0.24,0,19,8,32,29,24,18,0.672,1044583.008,52327.00302
165,Illinois,2009,8289694,15924178,17745081,18434780,52971834,-50647678,4172784,-30615682,40790932,71406614,31010136465,63641884787,71879285235,52971834452,-8232015660,12796778,2.24E+11,46980828859,"25,740,513,423",5.8679E+11,0.45,0.86,0.96,0.89,-643.29,-1.14,1.3,4139.47,0.05,0.11,0.12,0.38,0.08,50,50,44,12,46,50,0.672,8599434.816,68235.93321
166,Indiana,2009,7841065,10710453,12114074,4070654,2834648,6027489,1480522,18876311,25781613,6905302,12619463087,30928478747,32119080537,2834647651,-1190601790,6459325,39672190534,587090604,"1,438,598,434",2.46261E+11,1.93,2.63,2.98,0.96,-184.32,0.29,0.11,438.85,0.05,0.13,0.13,0.16,0,13,4,21,20,7,8,0.672,4340666.4,56733.46101
167,Iowa,2009,4481306,6752498,6995620,2459443,3085483,1245330,2537556,13539587,19084513,5544926,7283968680,19230540268,19500789709,3085483221,-266262864,3032870,27482877311,554005593,"2,620,149,888",1.26759E+11,1.82,2.75,2.84,0.99,-87.79,0.2,0.16,1017.35,0.06,0.15,0.15,0.22,0,15,11,9,31,22,17,0.672,2038088.64,62194.94395
168,Kansas,2009,1887348,3795177,3831306,3209577,3284368,110870,1032914,11781472,18275417,6493945,7439529083,13502923937,14004854586,3284368009,-501930649,2832704,27103940054,265000000,"4,911,807,606",1.2422E+11,0.59,1.18,1.19,0.96,-177.19,0.06,0.18,1159.45,0.06,0.11,0.11,0.22,0,43,20,19,14,21,24,0.672,1903577.088,65255.89843
169,Kentucky,2009,2481877,5690327,6237820,3586848,10921387,-7518464,1230479,15946369,30454604,14508235,10671092841,23642036913,25741879195,10921387025,-2099842282,4317074,55836767112,15011918771,"6,169,898,210",1.55994E+11,0.69,1.59,1.74,0.92,-486.4,-0.21,0.36,2529.81,0.07,0.15,0.17,0.36,0.1,34,43,36,39,40,44,0.672,2901073.728,53771.11449
170,Louisiana,2009,14950251,18160062,21600303,6039582,11110688,-105975,7725930,23515246,40665516,17150270,10056376957,32056882550,31999324385,11110687919,54866890,4491648,57967517603,12209182327,"12,428,705,817",1.82298E+11,2.48,3.01,3.58,1,12.22,0.19,0.27,2473.63,0.06,0.18,0.18,0.32,0.07,7,24,4,38,39,20,0.672,3018387.456,60395.90189
171,Maine,2009,532046,1214518,2427139,1635432,1220330,-242823,610973,4690926,7546688,2855762,3629955257,8324341163,8324851230,1220329978,-510067,1329590,16118529306,2509019016,"1,054,146,532",54956230425,0.33,0.74,1.48,1,-0.38,0.05,0.16,917.82,0.07,0.15,0.15,0.29,0.05,47,16,5,35,35,33,0.672,893484.48,61507.76164
172,Maryland,2009,4055643,7765574,8602482,5122370,18729125,-4087106,2738040,16268125,40119621,23851496,16866890380,32215315436,35413752796,18729125280,-3198437360,5730388,63228212346,17090994407,"15,641,064,877",3.13088E+11,0.79,1.52,1.68,0.91,-558.15,-0.03,0.47,3268.39,0.05,0.1,0.11,0.2,0.05,33,38,38,11,17,26,0.672,3850820.736,81304.28367
173,Massachusetts,2009,5347034,11276519,11463078,9076117,42798999,-13792566,2481077,-9198806,42676310,51875116,20692699105,51428300895,55337163311,42798998881,-3921759508,6517613,75950712261,16809843400,"24,090,485,459",3.74817E+11,0.59,1.24,1.26,0.93,-601.72,-0.27,1,6566.67,0.06,0.14,0.15,0.2,0.04,40,46,33,26,18,37,0.672,4379835.936,85577.95935
174,Michigan,2009,1907963,6665063,10000381,5941537,16112871,-8147121,3036145,13053765,35108172,22054408,25482260626,55930042506,60242979866,16112871365,-4279281879,9901591,90818615336,46097519016,"9,562,639,821",3.76199E+11,0.32,1.12,1.68,0.93,-432.18,-0.15,0.46,1627.3,0.07,0.15,0.16,0.24,0.12,41,40,31,37,23,42,0.672,6653869.152,56538.36799
175,Minnesota,2009,6610217,10638097,10848809,5941927,7095860,-1070248,3680155,13219253,26257040,13037787,18946014541,33264015660,34866313199,7095860179,-1602297539,5281203,65488516173,844296421,"6,088,369,128",2.40659E+11,1.11,1.79,1.83,0.95,-303.4,0.1,0.27,1343.61,0.08,0.14,0.14,0.27,0,26,22,23,34,30,30,0.672,3548968.416,67811.06085
176,Mississippi,2009,4440248,5141029,5900196,2708592,4826828,-229021,1387206,13643588,21179008,7535419,6552055928,17536752796,17861752796,4826827740,-325000000,2958774,38961780500,844885906,"4,875,571,588",98628742729,1.64,1.9,2.18,0.98,-109.84,0.05,0.23,1631.36,0.07,0.18,0.18,0.4,0.01,20,28,10,42,47,32,0.672,1988296.128,49604.65463
177,Missouri,2009,4029802,7684565,7849810,2796845,6436691,-3664332,6478934,31894565,41128101,9233536,10775728188,26365480984,27375714765,6436691275,-1010233781,5961088,66615968254,3483747204,"4,418,369,128",2.42877E+11,1.44,2.75,2.81,0.96,-169.47,0.07,0.16,1079.78,0.04,0.11,0.11,0.27,0.01,18,18,20,8,32,13,0.672,4005851.136,60630.45755
178,Montana,2009,4161556,4998786,5734345,1384745,1082695,667574,2891883,7517883,9985322,2467440,2284177852,5984616331,5686651007,1082694631,297965324,983982,11283444941,605026846,"433,422,819",37772665548,3.01,3.61,4.14,1.05,302.82,0.36,0.11,1100.32,0.06,0.16,0.15,0.3,0.02,4,10,2,33,36,11,0.672,661235.904,57124.34143
179,Nebraska,2009,3582158,4804100,5457135,1972931,241919,1188230,2127915,11956965,14171815,2214850,4235736018,8081980984,8271375839,241919463,-184653244,1812683,9501465664,0,"47,753,915",79534668904,1.82,2.44,2.77,0.98,-101.87,0.23,0.02,133.46,0.05,0.1,0.1,0.12,0,17,1,12,9,2,1,0.672,1218122.976,65292.80743
180,Nevada,2009,3687632,5840066,5896610,2106668,4452978,-271116,1702563,5341391,11901037,6559645,4047522371,8722510067,9898678971,4452977629,-1168317673,2684665,39155973307,2069875839,"4,366,296,421",1.08948E+11,1.75,2.77,2.8,0.88,-435.18,0.12,0.37,1658.67,0.04,0.08,0.09,0.36,0.02,16,27,41,1,41,9,0.672,1804094.88,60389.40659
181,New Hampshire,2009,473878,1206869,1308942,757366,1468188,49734,494295,2822676,5048229,2225554,2121239374,6176912752,6565186801,1468187919,-388274049,1316102,12641094995,2763406040,"1,185,646,532",67339182327,0.63,1.59,1.73,0.94,-295.02,0.11,0.29,1115.56,0.03,0.09,0.1,0.19,0.04,35,21,26,2,13,10,0.672,884420.544,76139.32397
182,New Jersey,2009,7359529,15193317,15617436,7672640,55460115,-37059421,5167381,-23657001,39475754,63132755,30101338653,56715848733,65825618418,55460114749,-9721650151,8755602,1.79E+11,74712416107,"39,723,787,472",4.95242E+11,0.96,1.98,2.04,0.86,"-1,110.33",-0.81,1.4,6334.24,0.06,0.11,0.13,0.36,0.15,22,49,46,22,43,45,0.672,5883764.544,84170.89015
183,New Mexico,2009,3962451,5477075,6822595,2863168,4120357,1259412,7162357,17791529,24775054,6983525,5593670022,14630409396,17445654362,4120356823,-2815244966,2036802,33142904817,3295626398,"6,768,101,790",74097335570,1.38,1.91,2.38,0.84,"-1,382.19",0.34,0.17,2022.95,0.08,0.2,0.24,0.45,0.04,21,12,48,50,48,48,0.672,1368730.944,54135.79337
184,New York,2009,18413870,40568233,41474273,32284116,70643177,-39149888,5458613,37947427,140874720,102927293,63285234899,1.44E+11,1.58E+11,70643176734,-14717002237,19307066,1.98E+11,63723740492,"58,717,002,237",1.0132E+12,0.57,1.26,1.28,0.91,-762.26,-0.24,0.5,3658.93,0.06,0.14,0.16,0.2,0.06,39,44,40,32,16,41,0.672,12974348.35,78092.60139
185,North Carolina,2009,4907179,9379649,12196560,9396566,9121098,-4990191,1922997,33151563,51669227,18517664,20984873602,44718710291,47256074944,9121098434,-2533731544,9449566,55013443677,36807140940,"8,061,757,271",3.78825E+11,0.52,1,1.3,0.95,-268.13,-0.06,0.18,965.24,0.06,0.12,0.12,0.15,0.1,44,23,25,18,4,22,0.672,6350108.352,59656.44247
186,North Dakota,2009,3611860,7657186,7753833,2094435,2686985,2378802,2240124,6746783,11528203,4781420,2070728188,5155239374,4852861819,2686984657,357390601,664968,4853274802,124272931,"1,924,598,434",29852212528,1.72,3.66,3.7,1.06,537.46,0.4,0.23,4040.77,0.07,0.17,0.16,0.16,0,9,15,1,41,8,14,0.672,446858.496,66804.62114
187,Ohio,2009,27185695,41981725,45520859,13709240,39435399,-4833407,2711160,22891629,76036268,53144640,23785117450,58825708054,62460753915,39435399329,-3635045861,11528896,2.45E+11,42750586130,"18,477,993,289",4.59215E+11,1.98,3.06,3.32,0.94,-315.3,-0.03,0.52,3420.57,0.05,0.13,0.14,0.53,0.09,11,39,27,23,49,23,0.672,7747418.112,59273.31849
188,Oklahoma,2009,6242798,7380885,7452551,2832951,2378239,3335430,3856422,15430147,20641337,5211190,8798128635,17802029083,18019270694,2378239374,-134973154,3717572,42326448158,2392617,"2,362,636,465",1.45212E+11,2.2,2.61,2.63,0.99,-36.31,0.35,0.12,639.73,0.06,0.12,0.12,0.29,0,14,7,7,21,1,3,0.672,2498208.384,58126.27702
189,Oregon,2009,6157218,7940047,11092515,5722710,12886291,646125,3944106,15766572,34375573,18609001,7944295302,21448881432,23936689038,12886290828,-2487618568,3808600,58568533329,533445190,"12,098,689,038",1.5085E+11,1.08,1.39,1.94,0.9,-653.16,0.13,0.37,3383.47,0.05,0.14,0.16,0.39,0,28,33,42,28,45,35,0.672,2559379.2,58940.05848
190,Pennsylvania,2009,12725916,17263931,20404781,14149487,15365038,-4984640,6054011,26685023,56199548,29514525,31018204698,68456375839,73685412752,15365038031,-5161657718,12666858,1.22E+11,18188823266,"10,351,892,617",5.76606E+11,0.9,1.22,1.44,0.93,-407.49,0.02,0.27,1213.01,0.05,0.12,0.13,0.21,0.03,38,29,30,19,20,28,0.672,8512128.576,67739.34503
191,Rhode Island,2009,889923,1445537,1875154,974227,3502913,-1734842,492556,882619,5359758,4477140,2895321029,9328671141,9563355705,3502912752,-234684564,1053646,17656145029,919875839,"3,053,980,984",48246033557,0.91,1.48,1.92,0.98,-222.74,-0.23,0.65,3324.56,0.06,0.19,0.2,0.37,0.02,29,45,15,44,44,47,0.672,708050.112,68139.29232
192,South Carolina,2009,5058478,6917830,9819638,5867256,9652905,265978,5014683,19425256,34945417,15520161,9392187919,26344788591,27088220358,9652904922,-707711409,4589872,51577453677,10288416107,"9,306,609,620",1.62418E+11,0.86,1.18,1.67,0.97,-154.19,0.15,0.28,2103.09,0.06,0.16,0.17,0.32,0.06,37,25,14,36,38,34,0.672,3084393.984,52657.97445
193,South Dakota,2009,1567615,2362649,2400053,416998,566411,190302,1342510,5004177,5987585,983408,1328929530,3530073826,3612865772,566410515,-82892617,807067,5689883838,0,"520,878,076",35680861298,3.76,5.67,5.76,0.98,-102.71,0.26,0.09,701.81,0.04,0.1,0.1,0.16,0,2,9,13,4,5,2,0.672,542349.024,65789.4819
194,Tennessee,2009,4552999,8131749,8346626,2351104,2500409,1876501,2377760,29506891,34358405,4851513,11610130872,27350944072,27960758389,2500409396,-609571588,6306019,30094057608,2562794183,"1,930,715,884",2.44304E+11,1.94,3.46,3.55,0.98,-96.67,0.12,0.07,396.51,0.05,0.11,0.11,0.12,0.01,10,3,11,10,3,4,0.672,4237644.768,57651.00952
195,Texas,2009,29765305,40744970,48131566,28521177,41630917,13532477,57503103,146398036,216550130,70152094,40188806488,1.1E+11,1.22E+11,41630917226,-11794909396,24801761,1.93E+11,34910612975,"37,969,798,658",1.01802E+12,1.04,1.43,1.69,0.9,-475.57,0.33,0.19,1678.55,0.04,0.11,0.12,0.19,0.03,31,13,39,7,14,15,0.672,16666783.39,61080.63276
196,Utah,2009,3885332,9592934,9833790,2088117,4210103,1979064,4047545,18656789,24955009,6298220,5667473154,11314536913,11362237136,4210102908,-47700224,2723421,23523280353,469966443,"4,440,715,884",96320543624,1.86,4.59,4.71,1,-17.51,0.24,0.17,1545.89,0.06,0.12,0.12,0.24,0,3,14,6,17,25,6,0.672,1830138.912,52630.18178
197,Vermont,2009,485798,788737,798523,483312,990363,-309727,223884,1390270,2863946,1473675,2618081386,4986541232,5184975460,990363490,-198434228,624817,4990966686,1842544743,"512,181,208",28110397092,1.01,1.63,1.65,0.96,-317.59,-0.03,0.35,1585.05,0.09,0.18,0.18,0.18,0.07,30,34,22,48,12,36,0.672,419877.024,66949.11959
198,Virginia,2009,8444701,11741503,12026119,7194780,9252348,-1939915,2005996,18222170,34669298,16447128,18175021253,33770144295,36017215884,9252347875,-2247071588,7925937,66962709913,4812080537,"5,597,265,101",3.92145E+11,1.17,1.63,1.67,0.94,-283.51,0,0.27,1167.35,0.05,0.09,0.09,0.17,0.01,27,30,28,3,11,12,0.672,5326229.664,73625.25744
199,Washington,2009,12354001,18210227,23205224,10964135,44579764,-9306906,9717197,20849647,76393546,55543899,18024608501,42588366890,46195749441,44579763982,-3543624161,6667426,51115862723,10603130872,"18,493,288,591",3.12071E+11,1.13,1.66,2.12,0.92,-531.48,0.01,0.58,6686.2,0.06,0.14,0.15,0.16,0.03,23,41,35,27,9,29,0.672,4480510.272,69650.67702
200,West Virginia,2009,4891868,6352772,7006256,2009369,5546422,704880,2033331,11177378,18733169,7555791,5177719239,12793748322,12337241611,5546421700,456506711,1847775,17802820238,7844325503,"2,677,533,557",64924196868,2.43,3.16,3.49,1.04,247.06,0.15,0.3,3001.68,0.08,0.2,0.19,0.27,0.12,6,31,3,49,33,25,0.672,1241704.8,52286.338
201,Wisconsin,2009,3728044,11059113,11720086,9401219,13541842,-9966752,4026544,13234081,36177142,22943062,14877069351,34694854586,35807159955,13541842282,-1085458613,5669264,65184132450,1487165548,"12,744,692,394",2.4105E+11,0.4,1.18,1.25,0.97,-191.46,-0.16,0.37,2388.64,0.06,0.14,0.15,0.27,0.01,45,42,18,30,29,39,0.672,3809745.408,63272.00234
202,Wyoming,2009,2727820,3981668,4747782,4187183,1279004,3633753,7569217,11860485,17326672,5466187,3226875405,4250599723,4932878895,1279003867,-682279172,559851,7412383390,250366334,"52,539,615",27271816555,0.65,0.95,1.13,0.86,"-1,218.68",0.65,0.07,2284.54,0.12,0.16,0.18,0.27,0.01,46,5,47,47,31,43,0.672,376219.872,72489.03789
204,Alabama,2010,6733468,8011900,9014718,2724446,2753853,-744638,5481010,26115873,31594172,5478298,7919597360,24151971397,23633605061,2753852585,508415842,4785492,58215458924,16378513876,"1,991,776,678",1.774E+11,2.47,2.94,3.31,1.02,106.24,0.15,0.09,575.46,0.04,0.14,0.13,0.33,0.09,7,7,13,19,34,9,0.671,3211065.132,55246.58571
205,Alaska,2010,56078712,57281043,60798257,4610692,2469299,18416626,36851997,62084145,69164136,7079991,3961496150,15159515952,9920792079,2469299230,5238723872,714031,28385728414,7552331619,"2,116,574,257",38186388339,12.16,12.42,13.19,1.53,"7,336.83",0.8,0.04,3458.25,0.1,0.4,0.26,0.74,0.2,1,2,1,50,50,2,0.671,479114.801,79701.95924
206,Arizona,2010,2591978,3971482,6107075,5367846,11532823,-3937206,5718792,20583323,37483992,16900669,11413529153,33851652365,34062333333,11532822882,-199569857,6408312,64630066413,611578298,"10,932,085,809",2.36582E+11,0.48,0.74,1.14,0.99,-31.14,0.05,0.31,1799.67,0.05,0.14,0.14,0.27,0,49,29,29,21,23,31,0.671,4299977.352,55019.24877
